Sexo:,Edad ,Provincia de  Origen,Ciudad de origen,El lugar donde vivia era: ,Su colegio era ,¿Sus estudios de tercer nivel fueron?,¿Cua¡l es su ultimo nivel de estudio culminado? (con o sin beca Senescyt),¿Qua© estudios cubrio su beca Senescyt?  (por favor seleccione todos los niveles financiados),Pias en donde realizo sus estudios cubiertos por la beca Senescyt del mayor grado financiado:,¿Cua¡l es su a¡rea de especializacion?,Año de convocatoria (mayor grado),Programa de beca financiado (mayor grado),¿Cua¡l es el ultimo nivel de estudios culminado de su padre?,¿Cua¡l es el ultimo nivel de estudios culminado de su madre?,¿Cua¡l es el ultimo nivel de estudios culminado de su madre? [Feedback],¿Cua¡l es su situacion actual?,Provincia actual de Residencia,Ciudad  actual de residencia,El lugar donde reside actualmente es:,Año de retorno,¿Cua¡ntos meses le tomo encontrar su primer empleo en Ecuador desde que retorno al Ecuador?,"En una escala del 1 al 5, ¿qua© tanto utilizaba sus habilidades adquiridas en sus estudios en este primer empleo en Ecuador?",¿Cua¡ntos  de experiencia previa relevante tenia antes de encontrar este empleo?,¿Como se siente en su trabajo?,"Comparado a cuando comenzo su actual empleo, sus habilidades han: ",¿Esta¡ en sus planes trabajar en el exterior una vez terminada la compensacion?,"Si tuviera una oportunidad laboral similar en el exterior y una en Ecuador, ¿qua© preferiria? y ¿por qua©?",¿Tiene algun tra¡mite actualmente que no haya sido respondido por Senescyt? ,"Si tiene algun tra¡mite actualmente que no haya sido respondido por Senescyt, Explique, por favor cua¡l. ",¿Ha sido notificado con la terminacion unilateral del contrato?  ,"Si Senescyt decidiese terminar su contrato de manera unilateral, ¿estaria usted y su familia en condiciones de devolver los costos de su beca?",Tiene temor que Senescyt le notifique por Terminacion Unilateral de Contrato,¿Ha tenido algun problema adicional que no se haya contemplado en esta encuesta?
Masculino,De 25 a 29 ,Imbabura,Ibarra,Urbano,Fiscomisional,En Ecuador en una universidad privada,Maestria,Maestria,Hungary,Medio ambiente,2017,Cooperacion,Maestria,Pregrado - tercer nivel,,Becario retornado,Imbabura,Ibarra,Urbano,2019,3-6 meses,4,De 1 a 3 ,Contento(a);Descontento(a) por ingresos bajos;Descontento(a) por muchas horas de trabajo;Descontento(a) por sobrecarga de trabajo;Descontento(a) por no tener estabilidad;Descontento(a) por pocas posibilidades de progreso,aumentado,No sa© aun,Preferiria trabajar en el exterior porque la estabilidad es mayor;Preferiria trabajar en el exterior porque la remuneracion normalmente es mayor;Preferiria trabajar en el exterior porque las oportunidades de ascenso son mayores;Preferiria trabajar en el exterior porque puedo aplicar mejor mis conocimientos,Si,Liquidacion,No,No,No,
Masculino,De 35 a 39 ,Manabi,Portoviejo,Urbano,Privado,En Ecuador en una universidad privada,Maestria,Maestria,Australia,Ciencias sociales y del comportamiento,2012,Convocatoria abierta,Pregrado - tercer nivel,Pregrado - tercer nivel,,Becario retornado,Manabi,Portoviejo,Urbano,2015,0-2 meses,1,De 5 a 10 ,Descontento(a) por ingresos bajos,aumentado,No,Me quedaria en el Ecuador,Si,El IFTH realizo mal mi liquidacion y me cargo 25 mil dolares a pagar xq el analista perdio mis documentos y me esta¡n cobrando valores de pasajes de avion ma¡s colegiatura de un semestre. Actualmente estoy en un disputa legal con ellos.,Si,No,No,
Masculino,De 30 a 34 ,Guayas,Guayaquil,Urbano,Privado,En Ecuador en una universidad publica,Posdoctorado,Doctorado PhD,United Kingdom,Ciencias fisicas,2014,Excelencia,Primaria,Secundaria,,Becario que termino sus estudios pero sigue en el exterior,,,,,,,,,,No,Me quedaria en el Ecuador,Si,Solicitud de diferimiento del periodo de compensacion,No,No,"Si, porque me encuentro en el exterior",No
Femenino,De 35 a 39 ,Manabi,Portoviejo,Urbano,Privado,En Ecuador en una universidad publica,Maestria,Maestria,Costa Rica,Otro,2011,Convocatoria abierta,Primaria,Primaria,,Becario retornado,Manabi,Portoviejo,Urbano,2014,Todavia no consigue empleo,5,De 3 a 5 ,,,Si,Preferiria trabajar en el exterior porque la estabilidad es mayor;Preferiria trabajar en el exterior porque la remuneracion normalmente es mayor;Preferiria trabajar en el exterior porque las oportunidades de ascenso son mayores;Preferiria trabajar en el exterior porque puedo aplicar mejor mis conocimientos;Preferiria trabajar en el exterior por razones externas al trabajo,No,,No,No,No,"OTRO PROBLEMA ES QUE A LOS CORREISTA NOS SACARON DEL TRABAJO Y ACTUALMENTE LLEVO DOS Aa‘OS SIN EMPLEO. PARA CONSEGUIRLO ME PIDIERON TENER SEXO EN UNA UNIVERSIDAD O DECIR SI A TODO LO QUE DECia LENIN. . COMO ME NEGUa‰ AMBAS COSAS ESTOY ACTUALMENTE DESEMPLEADA. EL Aa‘O PASADO ME IBAN A DAR UNO PERO DIJERON QUE ERA CORRISTA Y LE DIERON A OTYRA PERSONA. ME HA TOCADO IR A EEUU COMO LIMPIADORA DE CASA PORQUE NO HAY EMPLEO. PARA SER EMPRESARIO TE PIDEN MUCHOS REQUISITOS, NO CALIFICO PARA UN PRa‰STAMO. HAY UN GRAN PROBLEMA DE RETORNO DE INVERSIa“N Y LAMENTABLEMENTE LOS CONOCIMIENTOS ADQUIRIDOS NO SE PUEDEN APLICAR."
Femenino,De 30 a 34 ,Pichincha,Quito,Urbano,Privado,En Ecuador en una universidad publica,Maestria,Maestria,Argentina,Ciencias biologicas y afines,2015,Convocatoria abierta,Pregrado - tercer nivel,Secundaria,,Becario retornado,Pichincha,Pichincha,Urbano,2018,0-2 meses,3,De 1 a 3 ,Descontento(a) por ingresos bajos,permanecido iguales,No sa© aun,Me quedaria en el Ecuador,No,Solo la liquidacion financiera,No,No,No,
Masculino,De 35 a 39 ,Pichincha,Quito,Urbano,Privado,En Ecuador en una universidad publica,Doctorado - PhD,Doctorado PhD,Australia,Medio ambiente,2012,Excelencia,Secundaria,Secundaria,,Becario retornado,Pichincha,Quito,Urbano,2016,0-2 meses,1,De 5 a 10 ,Descontento(a) por ingresos bajos,disminuido,Si,Preferiria trabajar en el exterior porque la estabilidad es mayor;Preferiria trabajar en el exterior porque la remuneracion normalmente es mayor;Preferiria trabajar en el exterior porque las oportunidades de ascenso son mayores;Preferiria trabajar en el exterior porque puedo aplicar mejor mis conocimientos,No,,No,No,No,
Masculino,De 35 a 39 ,Azuay,Cuenca,Urbano,Privado,En Ecuador en una universidad publica,Doctorado - PhD,Maestria,Australia,Ciencias biologicas y afines,2012,Convocatoria abierta,Doctorado PhD,Maestria,,Becario retornado,Santa Elena,La Libertad,Rural,2015,0-2 meses,5,Menos de 1 año,Contento(a);Descontento(a) por ingresos bajos,aumentado,No sa© aun,Me quedaria en el Ecuador,No,,No,No,No,"La posibilidad de reducir el tiempo de compensacion en caso que los becarios estemos trabajando en empresa publica, hice la consulta hace meses ya que habia escuchado que era posible, tenia 23 meses consecutivos en empresa publica hasta antes de ir a mis estudios de PhD y solicitaban que sea 24 meses, consulte si se podia hacer una excepcion ya que durante mi trabajo he sido autor de 6 articulos cientificos pero no he tenido ninguna respuesta si me pueden considerar para la reduccion del tiempo o no."
Masculino,De 40 a 50 ,Azuay,Cuenca,Urbano,Privado,En Ecuador en una universidad publica,Doctorado - PhD,Doctorado PhD,Belgium,Agricultura,2013,Convocatoria abierta,Secundaria,Secundaria,,Becario retornado,Azuay,Cuenca,Urbano,2017,0-2 meses,4,De 5 a 10 ,Muy contento(a),aumentado,No,Me quedaria en el Ecuador,Si,el reconocimiento de mi t'itulo de PhD,No,No,"SI, porque no regresa© en el plazo establecido",no
Femenino,De 40 a 50 ,Pichincha,Quito,Urbano,Privado,En Ecuador en una universidad publica,Doctorado - PhD,Doctorado PhD;Maestria,Spain,Otro,2012,Convocatoria abierta,Pregrado - tercer nivel,Secundaria,,Becario retornado,Pichincha,Quito,Urbano,2016,0-2 meses,3,De 3 a 5 ,Descontento(a) por pocas posibilidades de progreso,aumentado,No sa© aun,Preferiria trabajar en el exterior porque puedo aplicar mejor mis conocimientos,Si,"Reconocimiento de articulos cientificos de manera simultanea a otros mecanismos de compensacion, como lo establece el Reglamento. No ha habido respuesta de analistas porque ellos tampoco conocen el proceso.",No,No,No,
Masculino,De 30 a 34 ,Pichincha,Quito,Rural,Publico,En Ecuador en una universidad publica,Maestria,Maestria,Spain,Electricidad y Energia,2017,Convocatoria abierta,Primaria,Primaria,,Becario retornado,Pichincha,Quito,Urbano,2019,0-2 meses,5,De 3 a 5 ,Muy contento(a),aumentado,Si,Preferiria trabajar en el exterior porque la estabilidad es mayor;Preferiria trabajar en el exterior porque las oportunidades de ascenso son mayores;Preferiria trabajar en el exterior porque puedo aplicar mejor mis conocimientos,Si,Liquidacion,No,No,No,No
Masculino,De 30 a 34 ,El Oro,Machala,Urbano,Privado,En Ecuador en una universidad publica,Especializacion ma©dica,Especialidades ma©dicas,Chile,Salud,2015,Excelencia,Secundaria,Secundaria,,Becario retornado,El Oro,Machala,Urbano,2020,Todavia no consigue empleo,3,De 3 a 5 ,,,Si,Preferiria trabajar en el exterior porque la estabilidad es mayor;Preferiria trabajar en el exterior porque la remuneracion normalmente es mayor;Preferiria trabajar en el exterior porque puedo aplicar mejor mis conocimientos,No,,No,Tal vez,No,no
Femenino,De 18 a 24 ,Pichincha,Quito,Urbano,Privado,En el exterior con beca Senescyt,Pregrado - tercer nivel,Pregrado - tercer nivel,Australia,Industria y produccion,2013,Excelencia,Maestria,Secundaria,,Becario retornado,Pichincha,Quito,Urbano,2019,Todavia no consigue empleo,,Menos de 1 año,,,No sa© aun,Preferiria trabajar en el exterior porque la estabilidad es mayor;Preferiria trabajar en el exterior porque la remuneracion normalmente es mayor,Si,Devengacion de la beca,No,No,"Si, porque no encontra© trabajo en el plazo establecido",
Femenino,De 30 a 34 ,Pichincha,Quito,Urbano,Privado,En Ecuador en una universidad privada,Maestria,Maestria,Australia,Medio ambiente,2013,Excelencia,Pregrado - tercer nivel,Pregrado - tercer nivel,,Becario retornado,Pichincha,Quito,Urbano,2017,3-6 meses,3,De 1 a 3 ,,permanecido iguales,Si,Preferiria trabajar en el exterior porque la remuneracion normalmente es mayor;Preferiria trabajar en el exterior por razones externas al trabajo,Si,Diferimiento de compensacion ,No,No,No,
Femenino,De 25 a 29 ,Loja,Loja,Urbano,Privado,En el exterior con beca Senescyt,Pregrado - tercer nivel,Pregrado - tercer nivel,United Kingdom,Humanidades,2013,Excelencia,Maestria,Pregrado - tercer nivel,,Becario retornado,Loja,Loja,Urbano,2019,0-2 meses,2,No tenia experiencia,Descontento(a) por las activ. que realiza;Descontento(a) por pocas posibilidades de progreso,disminuido,Si,Preferiria trabajar en el exterior porque las oportunidades de ascenso son mayores,Si,"La liquidacion, aun no he tenido ninguna informacion desde abril",No,No,No,
Masculino,De 30 a 34 ,Guayas,Guayaquil,Urbano,Privado,En Ecuador en una universidad publica,Doctorado - PhD,Doctorado PhD,Chile,Matema¡ticas y estadistica,2012,Convocatoria abierta,Pregrado - tercer nivel,Pregrado - tercer nivel,,Becario retornado,Guayas,Guayaquil,Urbano,2016,+12 meses,1,No tenia experiencia,Descontento(a) por no tener estabilidad;Descontento(a) por las activ. que realiza;Descontento(a) por pocas posibilidades de progreso,disminuido,Si,Preferiria trabajar en el exterior porque la estabilidad es mayor;Preferiria trabajar en el exterior porque la remuneracion normalmente es mayor;Preferiria trabajar en el exterior porque las oportunidades de ascenso son mayores;Preferiria trabajar en el exterior porque puedo aplicar mejor mis conocimientos,No,,No,No,No,"No se contempla la situacion laboral anterior a la actual. En mi caso, la UEES me explotaba con jornadas mayores a 12 horas, no podemos decir nada porque nos despiden, y manipulan la informacion que reportan al CES."
Masculino,De 35 a 39 ,Guayas,Guayaquil,Urbano,Publico,En Ecuador en una universidad publica,Maestria,Maestria,Italy,Electricidad y Energia,2012,Convocatoria abierta,Secundaria,Primaria,,Becario retornado,Guayas,Daule,Urbano,2014,3-6 meses,2,De 3 a 5 ,Contento(a),aumentado,No,Me quedaria en el Ecuador,No,,No,No,No,
Femenino,De 18 a 24 ,Manabi,Portoviejo,Rural,Publico,En Ecuador en una universidad publica,Pregrado - tercer nivel,Pregrado - tercer nivel,Ecuador,Idiomas,2017,Vulnerabilidad economica,Primaria,Primaria,,Becario todavia cursando los estudios con beca de Senescyt,,,,,,,,,,No sa© aun,Preferiria trabajar en el exterior porque la estabilidad es mayor;Preferiria trabajar en el exterior porque la remuneracion normalmente es mayor;Preferiria trabajar en el exterior porque las oportunidades de ascenso son mayores;Preferiria trabajar en el exterior porque puedo aplicar mejor mis conocimientos;Preferiria trabajar en el exterior por razones externas al trabajo,Si,Revision de Analista.,No,No,,
Masculino,De 18 a 24 ,Pichincha,Quito,Urbano,Publico,En el exterior con beca Senescyt,Pregrado - tercer nivel,Pregrado - tercer nivel,United Kingdom,Ingenieria y profesiones afines,2016,Excelencia,Pregrado - tercer nivel,Secundaria,,Becario todavia cursando los estudios con beca de Senescyt,,,,,,,,,,No sa© aun,Preferiria trabajar en el exterior porque la estabilidad es mayor;Preferiria trabajar en el exterior porque la remuneracion normalmente es mayor;Preferiria trabajar en el exterior porque las oportunidades de ascenso son mayores;Preferiria trabajar en el exterior porque puedo aplicar mejor mis conocimientos,Si,Tramite de Pago,No,No,No,
Femenino,De 25 a 29 ,Manabi,Manta,Urbano,Fiscomisional,En Ecuador en una universidad publica,Pregrado - tercer nivel,Maestria,Spain,Ingenieria y profesiones afines,2019,Convocatoria abierta,Primaria,Secundaria,,Becario todavia cursando los estudios con beca de Senescyt,,,,,,,,,,No sa© aun,Preferiria trabajar en el exterior porque la estabilidad es mayor,Si,,No,No,No,
Masculino,De 18 a 24 ,Pichincha,Quito,Urbano,Fiscomisional,En el exterior con beca Senescyt,Pregrado - tercer nivel,Pregrado - tercer nivel,Netherlands,Ingenieria y profesiones afines,2016,GAR(Grupo de Alto Rendimiento ),Secundaria,Secundaria,,Becario todavia cursando los estudios con beca de Senescyt,,,,,,,,,,Si,Me quedaria en el Ecuador,Si,Seguimiento Acada©mico ,No,No,No,
Masculino,De 35 a 39 ,Pichincha,Quito,Urbano,Privado,En Ecuador en una universidad privada,Maestria,Maestria,Spain,Ciencias fisicas,2014,Convocatoria abierta,Pregrado - tercer nivel,Maestria,,Becario retornado,Pichincha,Quito,Urbano,2016,3-6 meses,4,De 5 a 10 ,Contento(a),aumentado,No sa© aun,Preferiria trabajar en el exterior por razones externas al trabajo,No,,No,No,No,
Femenino,De 35 a 39 ,Chimborazo,Riobamba,Urbano,Fiscomisional,En Ecuador en una universidad privada,Doctorado - PhD,Doctorado PhD;Maestria,Spain,Ciencias biologicas y afines,2013,Convocatoria abierta,Pregrado - tercer nivel,Pregrado - tercer nivel,,Becario retornado,Chimborazo,Riobamba,Urbano,2017,3-6 meses,3,De 1 a 3 ,,,No sa© aun,Preferiria trabajar en el exterior porque la estabilidad es mayor;Preferiria trabajar en el exterior porque puedo aplicar mejor mis conocimientos,No,,No,No,"Si, porque no encontra© trabajo en el plazo establecido",
Masculino,De 25 a 29 ,Pichincha,Quito,Urbano,Publico,En el exterior con beca Senescyt,Maestria,Pregrado - tercer nivel,Russia,Ingenieria y profesiones afines,2013,Cooperacion,Secundaria,Secundaria,,Becario retornado,Pichincha,Quito,Urbano,2019,Todavia no consigue empleo,5,De 1 a 3 ,,,Si,Preferiria trabajar en el exterior porque la estabilidad es mayor,,,No,No,,
Masculino,De 30 a 34 ,Loja,Loja,Urbano,Privado,En Ecuador en una universidad privada,Maestria,Maestria,Belgium,Ingenieria y profesiones afines,2013,Convocatoria abierta,Pregrado - tercer nivel,Secundaria,,Becario retornado,Loja,Loja,Rural,2017,0-2 meses,1,De 1 a 3 ,Contento(a),aumentado,Si,Preferiria trabajar en el exterior porque la estabilidad es mayor,Si,Hace ma¡s de un año presenta© un justificativo porque llegua© unos meses ma¡s tarde para cumplir con el periodo de compensacion.,No,No,"SI, porque no regresa© en el plazo establecido",
Masculino,De 18 a 24 ,Imbabura,Ibarra,Urbano,Fiscomisional,En el exterior con beca Senescyt,Pregrado - tercer nivel,Pregrado - tercer nivel,Netherlands,Ingenieria y profesiones afines,2018,Excelencia,Pregrado - tercer nivel,Pregrado - tercer nivel,,Becario todavia cursando los estudios con beca de Senescyt,,,,,,,,,,Si,Preferiria trabajar en el exterior porque puedo aplicar mejor mis conocimientos,Si,Mi analista aun no me responde un tramite respecto al presupuesto,No,No,,
Masculino,De 35 a 39 ,Guayas,Guayaquil,Urbano,Fiscomisional,En Ecuador en una universidad privada,Maestria,Maestria,Australia,Tecnologias de la informacion y la comunicacion,2014,Excelencia,Secundaria,Secundaria,,Becario retornado,Pichincha,Quito,Urbano,2016,10-12 meses,4,No tenia experiencia,Contento(a),aumentado,Si,Preferiria trabajar en el exterior porque la estabilidad es mayor;Preferiria trabajar en el exterior porque la remuneracion normalmente es mayor;Preferiria trabajar en el exterior porque las oportunidades de ascenso son mayores;Preferiria trabajar en el exterior porque puedo aplicar mejor mis conocimientos;Preferiria trabajar en el exterior por razones externas al trabajo,No,,No,No,No,
Femenino,De 18 a 24 ,Pichincha,Quito,Rural,Privado,En el exterior con beca Senescyt,Pregrado - tercer nivel,Pregrado - tercer nivel,United Kingdom,Arquitectura y construccion,2014,Excelencia,Secundaria,Secundaria,,Becario retornado,Pichincha,Quito,Urbano,2019,3-6 meses,2,No tenia experiencia,Descontento(a) por ingresos bajos;Descontento(a) por no tener estabilidad;Descontento(a) por pocas posibilidades de progreso,aumentado,Si,Preferiria trabajar en el exterior porque la estabilidad es mayor;Preferiria trabajar en el exterior porque la remuneracion normalmente es mayor;Preferiria trabajar en el exterior porque puedo aplicar mejor mis conocimientos;Preferiria trabajar en el exterior por razones externas al trabajo,No,,No,No,"Si, porque no encontra© trabajo en el plazo establecido","Nos informaron anteriormente que a los becarios que no se les haya notificado el monto a devolver no se les iba a cobrar ningun valor, posteriormente empezaron a notificar valores de liquidacion a becarios. En los valores cobrados no se esta considerando la devaluacion de la moneda extranjera al momento de retorno, por lo que perdemos dinero que igualmente es cobrado. Nunca notifican cambios de instructivos o reglamentos de becas que nos afectan a pesar de tener los correos electronicos de todos los becarios."
Femenino,De 18 a 24 ,Pichincha,Quito,Urbano,Publico,En el exterior con beca Senescyt,Pregrado - tercer nivel,Pregrado - tercer nivel,Argentina,Salud,2015,Excelencia,Secundaria,Primaria,,Becario todavia cursando los estudios con beca de Senescyt,,,,,,,,,,No sa© aun,Me quedaria en el Ecuador,Si,Pagos ,No,No,"Si, porque me encuentro en el exterior",
Masculino,De 18 a 24 ,Pichincha,Quito,Urbano,Publico,En el exterior con beca Senescyt,Pregrado - tercer nivel,Pregrado - tercer nivel,United Kingdom,Electricidad y Energia,2014,Excelencia,Secundaria,Pregrado - tercer nivel,,Becario retornado,Pichincha,Quito,Urbano,2019,3-6 meses,1,No tenia experiencia,Contento(a),aumentado,Si,Preferiria trabajar en el exterior porque la estabilidad es mayor;Preferiria trabajar en el exterior porque la remuneracion normalmente es mayor;Preferiria trabajar en el exterior porque las oportunidades de ascenso son mayores;Preferiria trabajar en el exterior porque puedo aplicar mejor mis conocimientos;Preferiria trabajar en el exterior por razones externas al trabajo,Si,Compensacion,No,No,"SI, porque no regresa© en el plazo establecido",Falta de comunicacion e informacion de parte del senescyt 
